,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
196,,,,,The United States Government,1.0,New Factors Enhance Partition,2.0,,,,,The Joint Armistice Commission,1.0,Free World,1.0,Diems,2.0,Souvanna Phouma,1.0,,,MAP,4.0,,,Pf EVENT OR DOCUMENT DESCRIPTION 10,2.0,RVN,6.0,the U.S. Intelligence Board,1.0,TQP,1.0,TABLE MILITARY PRESSURES,1.0,Pacific Command,1.0,,,SecArmy,1.0,Marine Division,1.0,JCS,35.0,The Marine Corps Regiment,1.0,RT 51,1.0,Rolling Thunder,2.0,REFTEL,1.0,U.S. Congressional,1.0,Revolutionary Development,11.0,,,,,,,the Kennedy Administration,1.0,WARINTERNAL,1.0,ConVersply,1.0,FILE OUTGOING TELEGRAM DEPARTMENT OF STATE ',1.0,"French Armed Forces, Far East",1.0,Chinese Communist Introduction of Air Power,1,Committee on Foreign Relations United States,1.0,FAY BECOME HIGHLY DESIRABLE FOR PRESIDENT EISENHOWER TO ADDRESS A LETTER,1.0,DOD DIR 5200.10',1.0,Irregular,1.0,The DRV Foreign Ministry,1.0,Hanoi Government,1.0,Paris 143 ',1.0,VC 165 Regiment,1.0,U.S. Government,4.0,Le Duan,1.0
197,,,,,The Vietnam Peoples Army,1.0,New York American Friends,1.0,,,,,The Military Threatens Diem,1.0,French- Vietnamese-United States,1.0,Diems Government,1.0,Souvanna Phouma Government,1.0,,,MARINES,1.0,,,Phillips,8.0,RVNAF,32.0,the U.S. Rusk,1.0,Tactical Air to Ground Forces,1.0,The Air Force,1.0,Paramount,1.0,,,SecDef,9.0,McNamara Coes,1.0,JCS Recommendations Program,1.0,The White House,1.0,RT 57,3.0,Rolling Thunder 56,1.0,RF,4.0,U.S. Mission,1.0,Roles and Missions Study,1.0,,,,,,,the Lao Dong Party,2.0,War Department,1.0,Conceive,1.0,FOG,1.0,French Command,1.0,Chinese Conunist,1,Communi,1.0,FORCE UA'Cl Vt,1.0,DRV,42.0,J. Rehabilitation,1.0,The Governments of Burma,1.0,Hanoi J Government,1.0,Parliament,1.0,VCNLF,1.0,U.S. Government's,1.0,Liberation Front,3.0
198,,,,,The Vietnamese Army,1.0,New York Times,1.0,,,,,The Military Threatens Diem General,1.0,GEN,10.0,Directorate of Intelligence,1.0,Special Forces,2.0,,,MSG,1.0,,,Pit PP,2.0,RVNAF1,1.0,the United States Government,1.0,Task Group,4.0,The Baltimore Sun,2.0,Paris 144,1.0,,,SecDef &,1.0,Memo,2.0,JM,1.0,Thieu,3.0,RT began,1.0,Rostow,5.0,RFPF,1.0,U.S. Special Forces,1.0,Rolling Thunder,1.0,,,,,,,the Lao Government,1.0,War Stimson,1.0,Confidential File I OUTGOING TELEGRAM DEPARTMENT OF,1.0,FOLIT,1.0,French Expeditionary Corps,1.0,Chinese Cry,1,Communique EThc,1.0,FRESCIT HI,1.0,DW,1.0,JCS,3.0,The Italian Communist Party,1.0,Hanoi Radio,2.0,Participants Canada,1.0,VIETNAM RELATIONS 1945 1967,1.0,U.S.-Soviet,1.0,Liberation Front I,1.0
199,,,,,The Washington Viewpoint,1.0,OCB,2.0,,,,,The National Army,1.0,GENERAL,2.0,Disposition of Viet Minh,1.0,Staley,1.0,,,Marine Rifle Squad,2.0,,,Political and Social Studies,2.0,Red China,1.0,the Vietnam Committee,2.0,Thc Congress,1.0,The Department of State,1.0,Parliament,1.0,,,SecDef & JCS,1.0,Memorandum,2.0,JTV,1.0,Thieu-Ky Relationship,1.0,RVN,1.0,Route Packages IV-VT,1.0,RVN,7.0,U.S.-GVN Relations,1.0,Rural Construction,3.0,,,,,,,the Legislature of Texas,1.0,WasIHNgtox,1.0,Congen,1.0,FOLS,1.0,French Expeditionary Forces,1.0,Chous,2,Commvni.st,1.0,FVS-4948,1.0,Da Nhim,1.0,JOP SECRET forces,1.0,The Italian Foreign Ministry,1.0,Hanoi VIA International Service,1.0,Party,1.0,Van Dien Vehicle Depot,1.0,UAR,1.0,Liberation Fronts,1.0
200,,,,,Thereby France,1.0,OCB Progress Report,1.0,,,,,The Politics of Foreign Aid (,1.0,GENERAL CHANSON,1.0,Dissident Sect,1.0,Stanford Research Institute,1.0,,,Marine) Advisory Group,1.0,,,Power Project,1.0,Regional Forces,2.0,the White House,3.0,The Khanh Government,1.0,The Philippine Government,1.0,Paste of McNaughton Ideas,1.0,,,SecDef & JCS 12,1.0,Missions Study Group,1.0,Johnson-Ho,1.0,Thompsons Cable,1.0,Random House,1.0,Route Packages IVA & B,1.0,RVNAF,21.0,UN,2.0,Rural Reconstruction,1.0,,,,,,,the Liberation Front,2.0,WashIngtox,1.0,Congress,3.0,FR,4.0,French Forces,1.0,Churchill-EisenhOWer,1,Comnittea,1.0,Fascist Peoples Freedom League,1.0,Defens The Sccretary of State,1.0,JT 1962,1.0,The National Liberation Front,3.0,Hanoi VKA Internations!,1.0,Pengaton,1.0,Washington Post,3.0,UN,2.0,Liberation Radio',1.0
201,,,,,Tire State Department,1.0,OCB Studies,1.0,,,,,The Saigon Embassy,1.0,GENERAL DE LA TOUR DU,1.0,Division,1.0,State,52.0,,,McNAMARA,1.0,,,Presidentially,2.0,Regional Forces (Civil Guard,1.0,the national intelligence boards',1.0,The North Vietnamese Government Succeeded,1.0,The ROK Joint Chiefs of Staff,1.0,Patrol,3.0,,,SecDef & JCS JCS,1.0,"Moody, Military Assistant",1.0,Joint Chiefs of Staff,3.0,Total Brigade Increment,1.0,Red China,1.0,SAM,3.0,Rangers,1.0,US Mission,1.0,SEC,1.0,,,,,,,the Manila Pact,2.0,WashingTox,1.0,Conlcronepo DY CLI,1.0,FR AMB WASH,1.0,"French Forces, Far East",1.0,Churchill-Eisenhower,1,Con erd 0,1.0,Fed,1.0,Defense,46.0,Joint Chiefs of Staff,5.0,The New York Herald Tribune,1.0,Hanoi VNA,3.0,Personal Rank of,1.0,Westmoreland,1.0,UNQTE,3.0,Loan,60.0
202,,,,,Tonkin,1.0,Obligations,2.0,,,,,The State Department,3.0,GENERAL DE LATTRE,1.0,Division of Historical Policy Research,1.0,State Department,2.0,,,McNAMARA'S,1.0,,,Republic Youth,2.0,Rural Program,2.0,,,The U.S. Government,2.0,The State Department,1.0,Patrol Group,1.0,,,SecDef & others,1.0,My Thiem,1.0,Joint Staff,2.0,Treasury,3.0,Respect,1.0,SEA,2.0,Reaffirm Rural Construction,1.0,US-GVN RELATIONS,1.0,SVN,8.0,,,,,,,the National Conference of the U.S. Agricultural Stabilization and Conservation Service,1.0,World Economy,1.0,Conrerc,1.0,FR DEL,1.0,French Government,3.0,Cie arenas Approved,1,ConVenlng,1.0,Federal Bureau of Investigation,1.0,Defense (Special Operations,1.0,Joint Chiefs of Staff The Administrator,1.0,The New York Times,4.0,Hanoi WA International Service,1.0,Phnam Van Dongs,1.0,White House,1.0,UNQTE 2,1.0,Lodge,3.0
203,,,,,Tonkin Indo-china,1.0,Opening Proposals,1.0,,,,,The U.S. Faults French Support for Diem,1.0,GENERAL DE LATTRE DE TASSIGNY WOULD REPLACE,1.0,Doc Lap,1.0,Sterling Cottrell of,1.0,,,Memo,11.0,,,Rural Programs,2.0,Rusk had.been,1.0,,,The United Nations,1.0,The Washington Post,2.0,Pefb,1.0,,,SecDef draft,1.0,NATO,5.0,Junction CityManhattan,1.0,U.S. Army,2.0,RiversNixon,1.0,SEACABIN,6.0,Reference Footnote 47,1.0,USG,64.0,Saigon,4.0,,,,,,,the National Executive Co KkhI,1.0,Your Majestys Government,1.0,Constituent Assembly,1.0,FR FOKOFF,1.0,French Naval Forces,1.0,Cie vaneptt SP,1,Concur,5.0,Federation govern.-',1.0,Defense Attachment SENSITIVE,1.0,Joint Staff,1.0,The State Department,1.0,Hanois Four Points,1.0,Point IVThe,2.0,Wilson,6.0,US Govt,2.0,Lteas,1.0
204,,,,,U) R. G. Casey (Australia,1.0,Option A-24,1.0,,,,,The U.S. Faults French Support for Diem Despite,1.0,GENERAL JACUOT,1.0,Documents Relating,1.0,Success,1.0,,,Memo State Department,1.0,,,"Rush, Bundy, Bell",2.0,SACSA,6.0,,,The Washington Post,2.0,The Working Group,2.0,Pentagon,5.0,,,SecState 3359,1.0,NFL,1.0,KHS-SAMH AA,1.0,U.S. Force Increase,1.0,Rolling Thunder,2.0,SEACABIN Study Group,1.0,Regimental,1.0,USGGVN,1.0,Saigon 9963,1.0,,,,,,,the National Ind Conf Bd,1.0,bc,1.0,Consul,2.0,FR High Command,1.0,French Parliament,1.0,Classi,1,Conference,1.0,Federation of Malaya,1.0,Defense Attachments,1.0,K. Establishment of,1.0,The Times of London,1.0,Hcavyy Industry,1.0,Politburo,1.0,Wilson and Brown,1.0,US Version,1.0,Lyng,1.0
205,,,,,U.S. Commitment to,1.0,PWs,1.0,,,,,The U.S. Looks at Alternatives,1.0,GENERAL LAWTON COIEINS,1.0,Dong Central Committee,1.0,Suggest Department,1.0,,,Military Assistance Program,1.0,,,SACSA,2.0,SDC,7.0,,,The washington Post,1.0,The Working Group's,2.0,Peoples Daily,1.0,,,Security,2.0,NG A ND EXCELLENT COOPERATION WH1 CH SECRETARY,1.0,KIA,3.0,U.S. Troop Increase,1.0,Rostow,3.0,SEADRAGON,1.0,Regional Directors,1.0,USGVN,9.0,Saigon Fort,1.0,,,,,,,the National Legislative Conference,1.0,cbnVersatlon,1.0,Consulale Strgnn,1.0,FR MIL,1.0,French Union,20.0,Classification Action,1,Conforcncc,1.0,Fifth Military Region,1.0,Defense Gilpatric Operations OHiCer Brig,1.0,KIA,2.0,The Vietnam News Agency,1.0,Hedging,1.0,Political Affairs,2.0,Wilson-Brown,1.0,USA (Drafted,1.0,M & I,1.0
206,,,,,U.S. Congress House Committee on Foreign Affairs Report,1.0,Paris Dillon,1.0,,,,,The U.S. Looks at Alternatives Having,1.0,GENERAL NAVARRE LAUNCHED THE HEAVIEST OFFENSIVE OPERATION IN,1.0,Dong Party,3.0,TAKEOVER,1.0,,,Military Revolutionary Council,1.0,,,SVN,4.0,SDC & Hamlet Militia,1.0,,,Ticonderoga,2.0,U.N.,1.0,Pleiku,3.0,,,Senate,1.0,NIF,1.0,KOMAR,1.0,U.S. Troops Going,1.0,"Rostow, Bundy,",1.0,SEECSS,1.0,Revolutionary Development,16.0,USGVN Survey Team,1.0,Sec,1.0,,,,,,,the National Liberation Front,2.0,de Gaulles,2.0,Consular,1.0,FR Union,8.0,French Union Forces,1.0,Classification CO r,1,Congress,8.0,Financial Annex,1.0,Defense Memorandum,4.0,KIA WIA CapMiss,2.0,The Washington Post of,1.0,House,1.0,PrimeMinister,1.0,XYZ,1.0,USG,45.0,M. & A.,1.0
207,,,,,U.S. Government,1.0,Paris Editions,1.0,,,,,The United Front,2.0,GENERAL PHUONGS FORCES,1.0,Dong Party Democratic Party Socialist Party General Confederation of Labor National Liaison Committee of Peasants Women1s Union Youth Federation,1.0,THE ALLEGED WEAKEN,1.0,,,Ministry of Revolutionary Development,1.0,,,Saigon,26.0,SEA,3.0,,,Tonkin,1.0,U.S. Ambassadors,1.0,Pnilippines,1.0,,,Sharp,6.0,NMCCMC Nr,1.0,KONTUM,2.0,UN,2.0,SAC,1.0,SOVI,1.0,Revolutionary Development Council,1.0,USIA,1.0,Sec Def Cent Ar,1.0,,,,,,,the National Press Club,1.0,de Gaullist,1.0,Consulate,1.0,FR Union Forces,1.0,French Utilization of,1.0,Classification However,1,Consideration,1.0,Foreign Relations 23,1.0,Defense Task Force,1.0,KM.-A VM,1.0,The White House,1.0,House Renubli-can,1.0,Project MAYFLOWER,1.0,h. Haiphong SAM Assembly,1.0,USN,1.0,M. and A.,2.0
208,,,,,U.S. Intervention,5.0,Pbris,1.0,,,,,The Vietnamese National Army,1.0,GENERAL SALAN,1.0,Dooley,2.0,THE CIVIL GUARD AND HOME DEFENSE FORCES A QUARTER,1.0,,,Mission Council,2.0,,,Saigon Airgm A-7&L,2.0,SEA Cable,1.0,,,Tonkin Gulf OSD,1.0,U.S. Objectives,1.0,Preferentially,1.0,,,SicI,1.0,NVA,12.0,KiEN-TUONG < F1',1.0,USGVN,4.0,SADEYE,2.0,SPIVAK,3.0,Revolutionary DevelopmentPacification,1.0,USIS,4.0,SecDef,1.0,,,,,,,the National Security Council,1.0,eastern,1.0,Consulate General,1.0,FV,1.0,Frenchtroops,1.0,ClvaaCAi Cleared,1,Continuation of French Union,1.0,Franco-GVN,1.0,"Defense, Special Operations",1.0,KOper,1.0,The Write House,1.0,House of Commons,2.0,Project Mayflower,2.0,rPresidium,1.0,USSR Council of Ministers,1.0,MA,2.0
209,,,,,U.S. Joint Military Mission to Indochina Progress Report on Military Situation,1.0,Pekings,2.0,,,,,The washington Conference,1.0,GENERAL STAFF,1.0,Durbrow,12.0,THE FACTOR OF EXAGGERATION IS UNQUESTIONABLY CONS ID-ERABLE,1.0,,,Mission Council Action Memorandum,2.0,,,Saigon Radio,2.0,SEATO,1.0,,,Tonkin Gulf Resolutions,1.0,U.o,1.0,Presidential,1.0,,,Simmons,1.0,NVA Infiltration,1.0,Komer,1.0,USMACWs additional force requirements,1.0,SADEYES,2.0,SUNK,1.0,Roles and Missions Study Group Recommendations,1.0,USMACV,1.0,Senate,2.0,,,,,,,the National Student Association at College Park,1.0,fed,1.0,Consulate Hanoi,1.0,Field Marshal Slim,1.0,"G-2, Intelligence,",1.0,Cmimander,1,Control 5012,1.0,Free World,15.0,Department cf Defense,1.0,Kattenburg,5.0,Thieu,1.0,Howard,2.0,Prospect for USA,1.0,rYou,1.0,United Nat,1.0,MA-K,1.0
210,,,,,U.S. Navy,1.0,Peoples Army,1.0,,,,,"The washington Conference,",1.0,GENERALS,1.0,Durbrow of the Country Team,1.0,THE KENNEDY PROGRAM AI,1.0,,,Mission Council Minutes,1.0,,,Saigon n,2.0,SECREI,1.0,,,Tonkin Reprisal Signals Rcassertion,1.0,UN,4.0,Program,1.0,,,Situation Reports,1.0,NVAVC,9.0,Kontum,2.0,Undated Memorandum,1.0,SAM,3.0,SVA,1.0,Rolling Thunder,1.0,USOM,1.0,Sensitivity,1.0,,,,,,,the Navy League,1.0,finaI,1.0,Conversions,1.0,File,1.0,GOVT,1.0,CoTTjOnwealth,1,Control 7250,1.0,Free World objectiVes,2.0,Department of Stale,1.0,Kontum,1.0,Tokyo Kyodo,1.0,Howard University,2.0,QTE,14.0,sec,1.0,VAdm Mustin,1.0,MARIA THREE,1.0
211,,,,,U.S. Opposition to Negotiations,2.0,Phat Diem,1.0,,,,,They),1.0,GENERALS FAY,1.0,Durbrows,1.0,THE KENNEDY PROGRAM AND COMMITMENTS,1.0,,,"Mission Council Minutes,",1.0,,,Sc,2.0,SVN,34.0,,,Turner,1.0,UNITED STATESVIETNAM RELATIONS,1.0,Project MAYFLOWER,2.0,,,Special Forces,2.0,NVN,32.0,Kontum Provinces,3.0,United Nations,1.0,SEA,1.0,SVN,53.0,Rural Construction,5.0,USVNAF,1.0,Sep,1.0,,,,,,,the Ngo Dinh Diem,1.0,grottpS,1.0,Coohinchim,1.0,File DEPARTMENT OF STATE OUTGOING TELEGRAM AMEMBASSY,1.0,GS,1.0,Cochin China,1,Cor,1.0,GHC,1.0,Department of State,1.0,L3,1.0,Trinh,28.0,Howard University 1,1.0,QUOTE,5.0,the American Govt Farace and Fenoaltea,1.0,VC,1.0,MARIGOLD,11.0
212,,,,,U.S. Policy,1.0,Policy Calls for Assistance,1.0,,,,,Tripartite,3.0,GOVERM-ENT BY FIRING AT,1.0,E. Urban Political Alienation,1.0,THE RVN ARMY CAN ALREADY DO,1.0,,,"Missions"" Study Group",1.0,,,SccDsf Statement to Press,2.0,Saigon,1.0,,,Turner Joy,15.0,UPI,1.0,Public Handling,1.0,,,State,16.0,NWD Date,8.0,KontumPleiku,1.0,VC,10.0,SEACABIN,1.0,SVNamese,1.0,Rural Construction (Pacification,1.0,VC,6.0,Special Resources,1.0,,,,,,,the North Vietnamese Army,2.0,his Foreign Office,1.0,Cormrn'fst,1.0,File OUTGOING TELEGRAM AMLEGATION,1.0,GVN,8.0,Cogny,6,Cormittco,1.0,GRE,1.0,Department of State Research,1.0,LEtoy,1.0,Trinhs,1.0,HuS,1.0,QUOTE Canadians,1.0,the Associated Press,2.0,VNA -international Service,1.0,MARIGOLD 62766,1.0
213,,,,,U.S. Policy Towards,1.0,Premier,1.0,,,,,Tripartite Talks,3.0,GOVT,1.0,EEE,1.0,THE SVN ARMY NUMBERS,1.0,,,Msg,1.0,,,Scigon,2.0,Saigon Airgram U55,1.0,,,Turner Joy's,2.0,USAF,1.0,Public Justification and Persuasion,1.0,,,State Department,2.0,National Intelligence Estimate,2.0,Kosygin,2.0,VCNVA Army,1.0,SNIE,5.0,SVS,1.0,Rural Construction Councils,1.0,VN Armed Forces,1.0,State,101.0,,,,,,,the North Vietnamese Regular Army,1.0,hud,2.0,Council,3.0,File Outgoing Telegram DEPARTMENT OF STATE,1.0,Gencral Alessandri,1.0,Collective Security Organization,1,Coruniat,1.0,GRO,1.0,Department of State Research Memorandum,1.0,LU,1.0,U THANT,15.0,Hughes,1.0,Quai,2.0,the Communist Party,1.0,Viet Peace Efforts,1.0,MFA,1.0
214,,,,,U.S.-U.K.,1.0,Press,1.0,,,,,U.S. Military Program,2.0,GREAT BRITAIN,2.0,ETC,1.0,THE VIET CONG INSURRECTION IS STILL GROWING IN EFFECT,1.0,,,NASM 111,1.0,,,Scnsitive Lodge,2.0,Saigon Mid-May,1.0,,,U Thant,3.0,USAF Directorate of Plans Repository,3.0,Public Justification and Persuasion 59,1.0,,,State Dept Press Officer,1.0,National Priority,1.0,LOC,5.0,VMP,1.0,SVN,60.0,SW,1.0,Rural Construction Councils and Division and Corps,1.0,VNAF,1.0,"State 4597,",1.0,,,,,,,the OAS Organization of American States,1.0,inadVisable.at,1.0,Council of the French Union,1.0,File SEC,1.0,General 0Daniel,1.0,"Colonel de Castres,",1,CotittQa,1.0,GS,2.0,Department of the Navy,1.0,Lansdale,1.0,U Thant,37.0,Huntley-Brinkley,1.0,Quote,4.0,the Dutch Charge,2.0,Vietnams,1.0,MIT,1.0
215,,,,,UN,1.0,Quoc Dinh,2.0,,,,,U.S. Objectives,1.0,GROUPS,1.0,Each Party,1.0,TROOP,1.0,,,NATIONAL POLICE FORCES 7,1.0,,,Security Council Action,2.0,SecArmy,1.0,,,"U,S rS.VE",1.0,USGVN,1.0,Quai,1.0,,,TAORs,1.0,National Prioriy,1.0,LTG Momyer,1.0,VNA,1.0,Sec,1.0,Sc,1.0,Rural Pacification,1.0,Vietnam Committee,1.0,State Katzenback,1.0,,,,,,,the Peiping Peoples Daily of,1.0,nnd,1.0,Cttituc-O,1.0,Financial Considerations Principal,1.0,General 0Daniel's,1.0,Colonial,2,Cotwist,1.0,GUNS,1.0,Departments of State,1.0,Lbllity,1.0,U Thant's,8.0,Huntley-Brinkley Show,1.0,Quote Canadians,1.0,the Front of Liberation,1.0,Wilscn,1.0,Macovescu,17.0
216,,,,,UNITED STATES,1.0,Radford,4.0,,,,,U.S. Programs,1.0,GUERRILLA WAR WAGED,1.0,Eaperor,1.0,Tactics for Dealing With Diem Late April,1.0,,,NAVY,1.0,,,Senate,2.0,SecDef,2.0,,,U.S. Department of State,1.0,USIA,2.0,Quat & Company,1.0,,,TH,1.0,Navy,6.0,LVK,1.0,VNMC,1.0,Sec Def Cent Nr,1.0,SecDef,2.0,SACSA,2.0,Vietnamese Government,1.0,Struggle Movement,2.0,,,,,,,the Pilgrim Society,1.0,pCtsonal,1.0,Culbertson Chinese,1.0,Flewen,1.0,General Bonesteel,1.0,ComEtunist,1,Council,47.0,GV1J,1.0,Diceps,1.0,Lccre,1.0,U Thants,7.0,Hving,1.0,R. Initial,1.0,the Haiphong Cement Plant,1.0,Wilson,11.0,Manescu,2.0
217,,,,,US FR,1.0,Recognition,1.0,,,,,UN,1.0,GUERRILLAS,1.0,Early U.S.-Diem Relations,1.0,Task Forces,1.0,,,NSAM,6.0,,,Septc,2.0,SecDef Recommendations,1.0,,,U.S. Government,2.0,USIS,1.0,Qui,1.0,,,THE GOREGOING PROGRAM,1.0,Ne,1.0,LVN,1.0,Veterans of Foreign Wars,1.0,SecDef,3.0,SecDefs,1.0,SAIGON 4323,1.0,Vietnamese JGS,1.0,Systcms Analysis,1.0,,,,,,,the Regional Foreign Policy Conference,1.0,poIitioaI,1.0,DArgenlieu,2.0,Fmch,1.0,General Cogny,1.0,Combat,1,Council Hooting on Octobor 23,1.0,GVN,133.0,Dicm,1.0,Lodge,13.0,"U ThastDecember 19, 1966",1.0,Hvinr,1.0,RANGOON,2.0,the Hanoi Government,2.0,York Times Special,1.0,Maurer,111.0
218,,,,,US GOVT,1.0,"Respect to Possible U.S. Action Regarding Indochina Tab E ""Plan for Political",1.0,,,,,US Government,2.0,GVN,18.0,Early U.S.-Diem Relations Diem's,1.0,Taylor Mission Report 38,1.0,,,NSAM 111,3.0,,,Shaplens,2.0,SecDefs,2.0,,,U.S. Marine Corps,1.0,Un,1.0,Qui Nhon,4.0,,,THE WHITE HOUSE,1.0,Neither Operation,1.0,Lams,1.0,Vietnam Deployments,1.0,Section IV,1.0,Senate,1.0,SLO,1.0,W.W. Rostov's,1.0,ThanhHanh,1.0,,,,,,,the Republics of China,1.0,pro-Fascist,1.0,DCR,2.0,Fmnoh,1.0,General Collins,1.0,CommOnwealth,1,Council Picprosentativos,1.0,GVN COUNTERACTION AND SELF CORRECTION AND PANICKY TENDENCIES BY,1.0,Diems,1.0,Lodge Re CAS 1445 1,1.0,U.S. News,1.0,I.,2.0,REF DEPTEL,1.0,the Hungarian UN Rep,1.0,a.nd,1.0,Maurer the NVN,1.0
219,,,,,USN,1.0,Ridgway,1.0,,,,,US MAAG personnel,1.0,GVN DIRECTIVE ISSUED ORDERING CONCENTRATION ON ANTI-GUERRILLA TRAINING TACTICS,1.0,Economic and Social Affairs,1.0,The Administration's Special Interest,1.0,,,NSAM 288's,1.0,,,Snigon,2.0,SecState,5.0,,,U.S. Military .Assistance,1.0,Unie,1.0,REFTEL,1.0,,,TOE,1.0,Non-Official Purchases,1.0,Land Forces Strength,1.0,Vietnam Nonetheless,1.0,Security Council,1.0,Senate Armed Services Committee,1.0,SUSREPs,1.0,Warrenton,1.0,The Aimed Forces Council,1.0,,,,,,,the Research Institute of Japan,1.0,sec,2.0,DE LA TOUR,1.0,Fontainebleau,2.0,General Eisenhower,2.0,Command,1,Council RGgnrcsontatives vara p,1.0,GVN Reactions,2.0,Diens,2.0,Lodge and Harkins,3.0,UAR,5.0,I. PARTICIPANTS Cambodia,1.0,REF Embtel 2434 Seaborn,1.0,the International Commission,1.0,de-escalation- 8,1.0,Meet the Press,1.0
220,,,,,Unilateral U.S. Intervention B-20 a. Formulation,1.0,Ridgway July 12 1954,1.0,,,,,US Relations,1.0,GVU,1.0,Economy and Planning 2,1.0,The Administrations Special Interest,1.0,,,NSC,7.0,,,South Vietnams,2.0,SecState Having,1.0,,,U.S. Mission to Department of State,1.0,Uwi,1.0,RLG,1.0,,,Tactical Fighter Squadron (F4,1.0,North Vietnamese Military Potential for Fighting,1.0,Lastten,1.0,Washington Post,1.0,Senate,1.0,Senate Committee on Armed Services,1.0,SVN,4.0,Westmoreland,13.0,The Buddhist Institute,1.0,,,,,,,the SEATO Council of Ministers,1.0,sec Foreign Relations,1.0,DE nSTURNZD,1.0,Fontosa,1.0,General Hinh,3.0,Command Arrangements Theater Command,1,Council Representatives,2.0,GVN SECURITY,1.0,Dietl,1.0,Lodge to State,1.0,UN,31.0,ICC,2.0,REFTEL,1.0,the International Control Commission,1.0,downHanoi,1.0,Meloy,1.0
221,,,,,United,1.0,SEATO,2.0,,,,,USN,2.0,General Minh,1.0,Eighth Interim Report,2.0,The Coolidge Commission,1.0,,,NVA,1.0,,,Special Forces,2.0,Secre,1.0,,,"U.S. Mission to Department of State,18",1.0,VC,15.0,ROLLING,1.0,,,Tactical Fighter Squadrons,1.0,O&M,1.0,Leonhart,1.0,Westmoreland,7.0,Senate Armed Services and Appropriation Comte,1.0,Senate Foreign Relations Committee,1.0,Sac Def Cent,1.0,White House,2.0,The DASD (Economics,1.0,,,,,,,the Security Council,5.0,sub.-,1.0,DEC 19,1.0,Foreign Legion,1.0,General Ministry for Foreign Affairs,1.0,Commanders,1,Council Rspresentntivos,1.0,GVN Security,1.0,Divisional Headquarters,1.0,Lodge via CAS channel,1.0,UN SECURITY,1.0,ICG,1.0,REUTERS,1.0,the Italian Government,2.0,lO,4.0,Meloy and Davidson,1.0
222,,,,,United Action,1.0,SECTO,1.0,,,,,United Front,4.0,General Staff College,3.0,Elbridge Durbrow,1.0,The Defense Department,1.0,,,NVN,1.0,,,Special Forces to the Central Highlands,2.0,Self Defense Corps,2.0,,,U.S. NAVY,1.0,VIETNAM TASK FORCE OFFICE OF THE SECRETARY OF DEFENSE,1.0,ROLLING THUNDER,28.0,,,Taylor & Westmoreland,1.0,OASD(SA,1.0,Leos,1.0,WheelerWestmoreland,2.0,Senate Foreign Relations Committee,1.0,Senate Preparedness Subcommittee,1.0,SaigonCholon,1.0,White Paper,1.0,The GVN Presidential Election Blueprint,1.0,,,,,,,the Security Council of the United Nations,1.0,tbe Councll of People's Commissars of the Sovlet Valon,1.0,DEPARTMENT OF STATE,1.0,Foreign Office,4.0,General Salon,2.0,CommaniSt Intervention,1,Council of Economic AdVisers,1.0,GVN authority,1.0,EIRST,1.0,"Lodge, Harkins",1.0,UN Security,1.0,ICN 0,1.0,RGUB,1.0,the Ky Group,1.0,the American Government,2.0,Messrs A,1.0
